username,url,comments,all_res,sentiment_class,sentiment_score,binary_class,binary_score
pforpeonies,https:/www.instagram.com/p/Ciw94E0vuDm/,😍😍😍😍😍😍,"[[{'label': 'anger', 'score': 0.1362135410308838}, {'label': 'disgust', 'score': 0.047406505793333054}, {'label': 'fear', 'score': 0.06618490815162659}, {'label': 'joy', 'score': 0.07558129727840424}, {'label': 'neutral', 'score': 0.5452564358711243}, {'label': 'sadness', 'score': 0.10053856670856476}, {'label': 'surprise', 'score': 0.02881878800690174}]]",neutral,0.5452564358711243,NEGATIVE,0.6970565915107727
pforpeonies,https:/www.instagram.com/p/Ciw94E0vuDm/,🙌 with @divinebrides you're in good hands 🙌,"[[{'label': 'anger', 'score': 0.003638795344159007}, {'label': 'disgust', 'score': 0.000582013453822583}, {'label': 'fear', 'score': 0.004582122899591923}, {'label': 'joy', 'score': 0.9145410060882568}, {'label': 'neutral', 'score': 0.06458065658807755}, {'label': 'sadness', 'score': 0.006002521142363548}, {'label': 'surprise', 'score': 0.006072877440601587}]]",joy,0.9145410060882568,POSITIVE,0.9996569156646729
pforpeonies,https:/www.instagram.com/p/CikMGd5PCWL/,where did you buy the top?🔥,"[[{'label': 'anger', 'score': 0.018248192965984344}, {'label': 'disgust', 'score': 0.003342146286740899}, {'label': 'fear', 'score': 0.01954534649848938}, {'label': 'joy', 'score': 0.005308482330292463}, {'label': 'neutral', 'score': 0.8983426690101624}, {'label': 'sadness', 'score': 0.006559903267771006}, {'label': 'surprise', 'score': 0.048653144389390945}]]",neutral,0.8983426690101624,NEGATIVE,0.9959020018577576
pforpeonies,https:/www.instagram.com/p/CikMGd5PCWL/,"Congratulations @latashalenus, @maggieec_c and @dderpycorn! You girls have each won yourself $50 @withloveflorella’s store credits. We will get in touch soon 🤍✨","[[{'label': 'anger', 'score': 0.010909780859947205}, {'label': 'disgust', 'score': 0.000325960194459185}, {'label': 'fear', 'score': 0.0026702224276959896}, {'label': 'joy', 'score': 0.7648948431015015}, {'label': 'neutral', 'score': 0.07644788175821304}, {'label': 'sadness', 'score': 0.009563300758600235}, {'label': 'surprise', 'score': 0.13518789410591125}]]",joy,0.7648948431015015,POSITIVE,0.9989514350891112
pforpeonies,https:/www.instagram.com/p/CikMGd5PCWL/,GIVEAWAY CLOSED,"[[{'label': 'anger', 'score': 0.030523117631673813}, {'label': 'disgust', 'score': 0.0021937615238130093}, {'label': 'fear', 'score': 0.011047988198697567}, {'label': 'joy', 'score': 0.07853791862726212}, {'label': 'neutral', 'score': 0.6470005512237549}, {'label': 'sadness', 'score': 0.015719234943389893}, {'label': 'surprise', 'score': 0.21497738361358643}]]",neutral,0.6470005512237549,POSITIVE,0.6429228186607361
pforpeonies,https:/www.instagram.com/p/CikMGd5PCWL/,❤️ @mcdlalaland @mhrhysd,"[[{'label': 'anger', 'score': 0.04015734791755676}, {'label': 'disgust', 'score': 0.0015622653299942613}, {'label': 'fear', 'score': 0.16819149255752563}, {'label': 'joy', 'score': 0.33951330184936523}, {'label': 'neutral', 'score': 0.2897034287452698}, {'label': 'sadness', 'score': 0.13615630567073822}, {'label': 'surprise', 'score': 0.024715788662433624}]]",joy,0.3395133018493652,NEGATIVE,0.9671106934547424
pforpeonies,https:/www.instagram.com/p/CikMGd5PCWL/,❤️ @fzyfzz_ @snowyjean,"[[{'label': 'anger', 'score': 0.025570183992385864}, {'label': 'disgust', 'score': 0.000593918957747519}, {'label': 'fear', 'score': 0.02373630926012993}, {'label': 'joy', 'score': 0.6435629725456238}, {'label': 'neutral', 'score': 0.13738645613193512}, {'label': 'sadness', 'score': 0.1312296837568283}, {'label': 'surprise', 'score': 0.03792046755552292}]]",joy,0.6435629725456238,NEGATIVE,0.9823775291442872
pforpeonies,https:/www.instagram.com/p/CikMGd5PCWL/,❤️ @ny.gb02 @pudding_pawwz,"[[{'label': 'anger', 'score': 0.01600499264895916}, {'label': 'disgust', 'score': 0.0006725070998072624}, {'label': 'fear', 'score': 0.05284001678228378}, {'label': 'joy', 'score': 0.7967761158943176}, {'label': 'neutral', 'score': 0.06060859560966492}, {'label': 'sadness', 'score': 0.06113281846046448}, {'label': 'surprise', 'score': 0.011964955367147923}]]",joy,0.7967761158943176,NEGATIVE,0.994176745414734
pforpeonies,https:/www.instagram.com/p/CikMGd5PCWL/,❤️ @ken_razor @getitdone.ee,"[[{'label': 'anger', 'score': 0.0250575989484787}, {'label': 'disgust', 'score': 0.0010333253303542733}, {'label': 'fear', 'score': 0.05137357488274574}, {'label': 'joy', 'score': 0.56595379114151}, {'label': 'neutral', 'score': 0.26569825410842896}, {'label': 'sadness', 'score': 0.06319604068994522}, {'label': 'surprise', 'score': 0.02768751233816147}]]",joy,0.56595379114151,NEGATIVE,0.991165578365326
pforpeonies,https:/www.instagram.com/p/CikMGd5PCWL/,@lynxsamson @n0t_lynnn,"[[{'label': 'anger', 'score': 0.014339947141706944}, {'label': 'disgust', 'score': 0.0008574484963901341}, {'label': 'fear', 'score': 0.00792414229363203}, {'label': 'joy', 'score': 0.11945141851902008}, {'label': 'neutral', 'score': 0.6378859877586365}, {'label': 'sadness', 'score': 0.10540328174829483}, {'label': 'surprise', 'score': 0.11413784325122833}]]",neutral,0.6378859877586365,NEGATIVE,0.985792338848114
pforpeonies,https:/www.instagram.com/p/CikMGd5PCWL/,@anitaawoo @curtweng,"[[{'label': 'anger', 'score': 0.03752190247178078}, {'label': 'disgust', 'score': 0.0011087115854024887}, {'label': 'fear', 'score': 0.01593789830803871}, {'label': 'joy', 'score': 0.18593068420886993}, {'label': 'neutral', 'score': 0.5198521614074707}, {'label': 'sadness', 'score': 0.12677700817584991}, {'label': 'surprise', 'score': 0.11287164688110352}]]",neutral,0.5198521614074707,NEGATIVE,0.9611737132072448
pforpeonies,https:/www.instagram.com/p/CikMGd5PCWL/,@hwe3ling @moonlim2410,"[[{'label': 'anger', 'score': 0.012207779102027416}, {'label': 'disgust', 'score': 0.0008015655912458897}, {'label': 'fear', 'score': 0.004828732926398516}, {'label': 'joy', 'score': 0.14153487980365753}, {'label': 'neutral', 'score': 0.6429254412651062}, {'label': 'sadness', 'score': 0.06947338581085205}, {'label': 'surprise', 'score': 0.12822818756103516}]]",neutral,0.6429254412651062,NEGATIVE,0.9133052229881288
pforpeonies,https:/www.instagram.com/p/CikMGd5PCWL/,@8638evelyn @fang76_,"[[{'label': 'anger', 'score': 0.019852489233016968}, {'label': 'disgust', 'score': 0.0013191064354032278}, {'label': 'fear', 'score': 0.008749864995479584}, {'label': 'joy', 'score': 0.12019596993923187}, {'label': 'neutral', 'score': 0.6412563920021057}, {'label': 'sadness', 'score': 0.0692615732550621}, {'label': 'surprise', 'score': 0.1393645852804184}]]",neutral,0.6412563920021057,NEGATIVE,0.9631810784339904
pforpeonies,https:/www.instagram.com/p/CikMGd5PCWL/,@alvis_hsu15 @hwe3ling,"[[{'label': 'anger', 'score': 0.011069600470364094}, {'label': 'disgust', 'score': 0.0009248211863450706}, {'label': 'fear', 'score': 0.005377845838665962}, {'label': 'joy', 'score': 0.11217126995325089}, {'label': 'neutral', 'score': 0.6894571781158447}, {'label': 'sadness', 'score': 0.06692835688591003}, {'label': 'surprise', 'score': 0.11407094448804855}]]",neutral,0.6894571781158447,NEGATIVE,0.9340388178825378
pforpeonies,https:/www.instagram.com/p/CikMGd5PCWL/,@jellymollybun @hungrygolucky77,"[[{'label': 'anger', 'score': 0.1209421306848526}, {'label': 'disgust', 'score': 0.0006709451554343104}, {'label': 'fear', 'score': 0.013780827634036541}, {'label': 'joy', 'score': 0.5868746042251587}, {'label': 'neutral', 'score': 0.12239708751440048}, {'label': 'sadness', 'score': 0.06990715861320496}, {'label': 'surprise', 'score': 0.08542720973491669}]]",joy,0.5868746042251587,NEGATIVE,0.980826497077942
pforpeonies,https:/www.instagram.com/p/CikMGd5PCWL/,@musicinme1111 @hickerydickorydock,"[[{'label': 'anger', 'score': 0.01352092158049345}, {'label': 'disgust', 'score': 0.0008024527342058718}, {'label': 'fear', 'score': 0.007901562377810478}, {'label': 'joy', 'score': 0.1595386415719986}, {'label': 'neutral', 'score': 0.5891636610031128}, {'label': 'sadness', 'score': 0.07170389592647552}, {'label': 'surprise', 'score': 0.15736885368824005}]]",neutral,0.5891636610031128,NEGATIVE,0.9587964415550232
pforpeonies,https:/www.instagram.com/p/CikMGd5PCWL/,@jas._.jas @hannieseoah,"[[{'label': 'anger', 'score': 0.011836657300591469}, {'label': 'disgust', 'score': 0.0006444377941079438}, {'label': 'fear', 'score': 0.00501180300489068}, {'label': 'joy', 'score': 0.17617572844028473}, {'label': 'neutral', 'score': 0.6140452027320862}, {'label': 'sadness', 'score': 0.0741819441318512}, {'label': 'surprise', 'score': 0.11810421198606491}]]",neutral,0.6140452027320862,NEGATIVE,0.9581024050712584
pforpeonies,https:/www.instagram.com/p/CikMGd5PCWL/,@cindy_tan93 @eplchelsea9890,"[[{'label': 'anger', 'score': 0.008394231088459492}, {'label': 'disgust', 'score': 0.0007665798184461892}, {'label': 'fear', 'score': 0.004507382865995169}, {'label': 'joy', 'score': 0.08910711109638214}, {'label': 'neutral', 'score': 0.7213308215141296}, {'label': 'sadness', 'score': 0.06905008107423782}, {'label': 'surprise', 'score': 0.10684371739625931}]]",neutral,0.7213308215141296,NEGATIVE,0.9398362636566162
pforpeonies,https:/www.instagram.com/p/CikMGd5PCWL/,@casey0kc @carissaeu12,"[[{'label': 'anger', 'score': 0.020242983475327492}, {'label': 'disgust', 'score': 0.0008859526715241373}, {'label': 'fear', 'score': 0.009065451100468636}, {'label': 'joy', 'score': 0.09126850962638855}, {'label': 'neutral', 'score': 0.7111932039260864}, {'label': 'sadness', 'score': 0.06440418213605881}, {'label': 'surprise', 'score': 0.10293971002101898}]]",neutral,0.7111932039260864,NEGATIVE,0.7257323265075684
pforpeonies,https:/www.instagram.com/p/CikMGd5PCWL/,@ohmerrychild @xxmeixuanxx,"[[{'label': 'anger', 'score': 0.014137472957372665}, {'label': 'disgust', 'score': 0.0008312255959026515}, {'label': 'fear', 'score': 0.008725820109248161}, {'label': 'joy', 'score': 0.18068180978298187}, {'label': 'neutral', 'score': 0.5479579567909241}, {'label': 'sadness', 'score': 0.09114614874124527}, {'label': 'surprise', 'score': 0.1565195769071579}]]",neutral,0.5479579567909241,NEGATIVE,0.92961448431015
pforpeonies,https:/www.instagram.com/p/CikMGd5PCWL/,@michclaud @graywzy,"[[{'label': 'anger', 'score': 0.028781797736883163}, {'label': 'disgust', 'score': 0.0017351339338347316}, {'label': 'fear', 'score': 0.01198569592088461}, {'label': 'joy', 'score': 0.14354977011680603}, {'label': 'neutral', 'score': 0.5518845319747925}, {'label': 'sadness', 'score': 0.15293729305267334}, {'label': 'surprise', 'score': 0.10912579298019409}]]",neutral,0.5518845319747925,NEGATIVE,0.9741001725196838
pforpeonies,https:/www.instagram.com/p/CikMGd5PCWL/,@thetabledelights @tingting_lovefood,"[[{'label': 'anger', 'score': 0.011934586800634861}, {'label': 'disgust', 'score': 0.0006106418441049755}, {'label': 'fear', 'score': 0.008058642968535423}, {'label': 'joy', 'score': 0.44167664647102356}, {'label': 'neutral', 'score': 0.3544868230819702}, {'label': 'sadness', 'score': 0.09243527054786682}, {'label': 'surprise', 'score': 0.09079734236001968}]]",joy,0.4416766464710235,NEGATIVE,0.75653076171875
pforpeonies,https:/www.instagram.com/p/CjSsCi9vT8W/,"Thank you for your post , give me the inspiration & I bought it , it’s so pretty","[[{'label': 'anger', 'score': 0.003689981298521161}, {'label': 'disgust', 'score': 0.0007571298629045486}, {'label': 'fear', 'score': 0.0007254171068780124}, {'label': 'joy', 'score': 0.8302977085113525}, {'label': 'neutral', 'score': 0.05534505844116211}, {'label': 'sadness', 'score': 0.01248304545879364}, {'label': 'surprise', 'score': 0.09670159965753555}]]",joy,0.8302977085113525,POSITIVE,0.9998645782470704
pforpeonies,https:/www.instagram.com/p/CjSsCi9vT8W/,I gasp 😮‍💨,"[[{'label': 'anger', 'score': 0.01300972979515791}, {'label': 'disgust', 'score': 0.003503969870507717}, {'label': 'fear', 'score': 0.921241819858551}, {'label': 'joy', 'score': 0.0033359311055392027}, {'label': 'neutral', 'score': 0.006296973675489426}, {'label': 'sadness', 'score': 0.005416961386799812}, {'label': 'surprise', 'score': 0.047194551676511765}]]",fear,0.921241819858551,POSITIVE,0.956754505634308
pforpeonies,https:/www.instagram.com/p/CjSsCi9vT8W/,looks amazing!! 🔥🥰,"[[{'label': 'anger', 'score': 0.006480195559561253}, {'label': 'disgust', 'score': 0.0009557204321026802}, {'label': 'fear', 'score': 0.0054171280935406685}, {'label': 'joy', 'score': 0.6698900461196899}, {'label': 'neutral', 'score': 0.06325927376747131}, {'label': 'sadness', 'score': 0.006533206906169653}, {'label': 'surprise', 'score': 0.2474643737077713}]]",joy,0.6698900461196899,POSITIVE,0.9998774528503418
pforpeonies,https:/www.instagram.com/p/CjSsCi9vT8W/,What does Asia fit mean?,"[[{'label': 'anger', 'score': 0.02123655006289482}, {'label': 'disgust', 'score': 0.01658659055829048}, {'label': 'fear', 'score': 0.0051847826689481735}, {'label': 'joy', 'score': 0.002690440509468317}, {'label': 'neutral', 'score': 0.8589407801628113}, {'label': 'sadness', 'score': 0.0036054211668670177}, {'label': 'surprise', 'score': 0.09175552427768707}]]",neutral,0.8589407801628113,NEGATIVE,0.8998029232025146
pforpeonies,https:/www.instagram.com/p/CjSsCi9vT8W/,"Hi, may I ask what’s your height? 🙏🏻","[[{'label': 'anger', 'score': 0.013470347039401531}, {'label': 'disgust', 'score': 0.004849738907068968}, {'label': 'fear', 'score': 0.019612153992056847}, {'label': 'joy', 'score': 0.02948487550020218}, {'label': 'neutral', 'score': 0.8835152387619019}, {'label': 'sadness', 'score': 0.008938842453062534}, {'label': 'surprise', 'score': 0.040128812193870544}]]",neutral,0.8835152387619019,POSITIVE,0.9382780194282532
pforpeonies,https:/www.instagram.com/p/CjSsCi9vT8W/,Omg! So in love with these pants 😍,"[[{'label': 'anger', 'score': 0.004940364975482225}, {'label': 'disgust', 'score': 0.0018493498209863901}, {'label': 'fear', 'score': 0.004583453293889761}, {'label': 'joy', 'score': 0.43632665276527405}, {'label': 'neutral', 'score': 0.014488402754068375}, {'label': 'sadness', 'score': 0.01065786648541689}, {'label': 'surprise', 'score': 0.5271539092063904}]]",surprise,0.5271539092063904,POSITIVE,0.9604634642601012
pforpeonies,https:/www.instagram.com/p/CjSsCi9vT8W/,There's 25% cashback on 10.10! 😬,"[[{'label': 'anger', 'score': 0.013612529262900352}, {'label': 'disgust', 'score': 0.0032187695614993572}, {'label': 'fear', 'score': 0.002003353787586093}, {'label': 'joy', 'score': 0.1292959600687027}, {'label': 'neutral', 'score': 0.5794066786766052}, {'label': 'sadness', 'score': 0.00888852309435606}, {'label': 'surprise', 'score': 0.2635742127895355}]]",neutral,0.5794066786766052,NEGATIVE,0.9829170107841492
pforpeonies,https:/www.instagram.com/p/CkIw5YuypIV/,hii do you mind sharing your kr itinerary? I’m heading over in a few weeks :”),"[[{'label': 'anger', 'score': 0.012549723498523235}, {'label': 'disgust', 'score': 0.010977687314152718}, {'label': 'fear', 'score': 0.006942208390682936}, {'label': 'joy', 'score': 0.17990463972091675}, {'label': 'neutral', 'score': 0.7272982597351074}, {'label': 'sadness', 'score': 0.019945958629250526}, {'label': 'surprise', 'score': 0.042381543666124344}]]",neutral,0.7272982597351074,NEGATIVE,0.9931092262268066
pforpeonies,https:/www.instagram.com/p/CkIw5YuypIV/,❤️,"[[{'label': 'anger', 'score': 0.02386782504618168}, {'label': 'disgust', 'score': 0.03476761654019356}, {'label': 'fear', 'score': 0.01778634823858738}, {'label': 'joy', 'score': 0.0760202705860138}, {'label': 'neutral', 'score': 0.8024983406066895}, {'label': 'sadness', 'score': 0.038254931569099426}, {'label': 'surprise', 'score': 0.006804734468460083}]]",neutral,0.8024983406066895,NEGATIVE,0.6970565915107727
pforpeonies,https:/www.instagram.com/p/CkIw5YuypIV/,😭😭😭😭 i need this dress,"[[{'label': 'anger', 'score': 0.052836012095212936}, {'label': 'disgust', 'score': 0.002654061885550618}, {'label': 'fear', 'score': 0.01329810731112957}, {'label': 'joy', 'score': 0.696928083896637}, {'label': 'neutral', 'score': 0.11682834476232529}, {'label': 'sadness', 'score': 0.09932488203048706}, {'label': 'surprise', 'score': 0.018130531534552574}]]",joy,0.696928083896637,NEGATIVE,0.954640805721283
pforpeonies,https:/www.instagram.com/p/CkIw5YuypIV/,😍😍😍 so pretty!!,"[[{'label': 'anger', 'score': 0.022825870662927628}, {'label': 'disgust', 'score': 0.007961940951645374}, {'label': 'fear', 'score': 0.003814114723354578}, {'label': 'joy', 'score': 0.7936273217201233}, {'label': 'neutral', 'score': 0.10047361254692078}, {'label': 'sadness', 'score': 0.01130453497171402}, {'label': 'surprise', 'score': 0.059992630034685135}]]",joy,0.7936273217201233,POSITIVE,0.9994774460792542
pforpeonies,https:/www.instagram.com/p/CkIw5YuypIV/,🤍🤍🤍,"[[{'label': 'anger', 'score': 0.06288094073534012}, {'label': 'disgust', 'score': 0.018856897950172424}, {'label': 'fear', 'score': 0.06217416748404503}, {'label': 'joy', 'score': 0.16315415501594543}, {'label': 'neutral', 'score': 0.616408109664917}, {'label': 'sadness', 'score': 0.05623851716518402}, {'label': 'surprise', 'score': 0.020287204533815384}]]",neutral,0.616408109664917,NEGATIVE,0.6970565915107727
pforpeonies,https:/www.instagram.com/p/CjFj1yGrl6H/,Love those pants! At least you are buying timeless pieces 😊,"[[{'label': 'anger', 'score': 0.014535017311573029}, {'label': 'disgust', 'score': 0.007628810126334429}, {'label': 'fear', 'score': 0.0005677471635863185}, {'label': 'joy', 'score': 0.789845883846283}, {'label': 'neutral', 'score': 0.17048370838165283}, {'label': 'sadness', 'score': 0.005484773777425289}, {'label': 'surprise', 'score': 0.011454084888100624}]]",joy,0.789845883846283,POSITIVE,0.9997857213020324
pforpeonies,https:/www.instagram.com/p/CjFj1yGrl6H/,"what's happening on Sunday as opposed to today!! (cos camping for Sunday, but why?) 😊","[[{'label': 'anger', 'score': 0.019292917102575302}, {'label': 'disgust', 'score': 0.0036741604562848806}, {'label': 'fear', 'score': 0.008947981521487236}, {'label': 'joy', 'score': 0.017867760732769966}, {'label': 'neutral', 'score': 0.20779289305210114}, {'label': 'sadness', 'score': 0.10041411221027374}, {'label': 'surprise', 'score': 0.6420102119445801}]]",surprise,0.6420102119445801,NEGATIVE,0.9213374257087708
pforpeonies,https:/www.instagram.com/p/CjFj1yGrl6H/,May I know the top is frm where? Looks so nice on you 💕,"[[{'label': 'anger', 'score': 0.009728210978209972}, {'label': 'disgust', 'score': 0.0032500913366675377}, {'label': 'fear', 'score': 0.0047010015696287155}, {'label': 'joy', 'score': 0.16575507819652557}, {'label': 'neutral', 'score': 0.6983898282051086}, {'label': 'sadness', 'score': 0.018865518271923065}, {'label': 'surprise', 'score': 0.0993102490901947}]]",neutral,0.6983898282051086,POSITIVE,0.999159812927246
pforpeonies,https:/www.instagram.com/p/CjFj1yGrl6H/,is the white one sheer?,"[[{'label': 'anger', 'score': 0.006138532422482967}, {'label': 'disgust', 'score': 0.00446218391880393}, {'label': 'fear', 'score': 0.0027422625571489334}, {'label': 'joy', 'score': 0.0031477787997573614}, {'label': 'neutral', 'score': 0.49780142307281494}, {'label': 'sadness', 'score': 0.012082818895578384}, {'label': 'surprise', 'score': 0.4736250042915344}]]",neutral,0.4978014230728149,NEGATIVE,0.9531676173210144
pforpeonies,https:/www.instagram.com/p/CjFj1yGrl6H/,Love them🥹🥹🥹🥹,"[[{'label': 'anger', 'score': 0.05015480890870094}, {'label': 'disgust', 'score': 0.015415476635098457}, {'label': 'fear', 'score': 0.010014339350163937}, {'label': 'joy', 'score': 0.6552165150642395}, {'label': 'neutral', 'score': 0.22190344333648682}, {'label': 'sadness', 'score': 0.038806479424238205}, {'label': 'surprise', 'score': 0.008488905616104603}]]",joy,0.6552165150642395,POSITIVE,0.9997313618659972
pforpeonies,https:/www.instagram.com/p/CjFj1yGrl6H/,Nice!!😍,"[[{'label': 'anger', 'score': 0.03271700069308281}, {'label': 'disgust', 'score': 0.03355963155627251}, {'label': 'fear', 'score': 0.0031624811235815287}, {'label': 'joy', 'score': 0.7521048784255981}, {'label': 'neutral', 'score': 0.13956387341022491}, {'label': 'sadness', 'score': 0.005144497379660606}, {'label': 'surprise', 'score': 0.033747632056474686}]]",joy,0.7521048784255981,POSITIVE,0.9998601675033568
pforpeonies,https:/www.instagram.com/p/CjFj1yGrl6H/,Love your slipper!,"[[{'label': 'anger', 'score': 0.028967946767807007}, {'label': 'disgust', 'score': 0.011720615439116955}, {'label': 'fear', 'score': 0.0012608877150341868}, {'label': 'joy', 'score': 0.7670376896858215}, {'label': 'neutral', 'score': 0.1347009390592575}, {'label': 'sadness', 'score': 0.02234136313199997}, {'label': 'surprise', 'score': 0.033970579504966736}]]",joy,0.7670376896858215,POSITIVE,0.9998571872711182
pforpeonies,https:/www.instagram.com/p/CjFj1yGrl6H/,Hm?,"[[{'label': 'anger', 'score': 0.016021322458982468}, {'label': 'disgust', 'score': 0.030015695840120316}, {'label': 'fear', 'score': 0.00540304696187377}, {'label': 'joy', 'score': 0.0037820758298039436}, {'label': 'neutral', 'score': 0.015354249626398087}, {'label': 'sadness', 'score': 0.005535622127354145}, {'label': 'surprise', 'score': 0.9238879680633545}]]",surprise,0.9238879680633544,NEGATIVE,0.9938721656799316
pforpeonies,https:/www.instagram.com/p/Chwl5ndOyJD/,😍,"[[{'label': 'anger', 'score': 0.10557583719491959}, {'label': 'disgust', 'score': 0.06495044380426407}, {'label': 'fear', 'score': 0.01844700425863266}, {'label': 'joy', 'score': 0.03392431512475014}, {'label': 'neutral', 'score': 0.7202939987182617}, {'label': 'sadness', 'score': 0.047199148684740067}, {'label': 'surprise', 'score': 0.009609296917915344}]]",neutral,0.7202939987182617,NEGATIVE,0.6970565915107727
pforpeonies,https:/www.instagram.com/p/Chwl5ndOyJD/,Wheres your tote from!,"[[{'label': 'anger', 'score': 0.16381338238716125}, {'label': 'disgust', 'score': 0.024030538275837898}, {'label': 'fear', 'score': 0.006388548761606216}, {'label': 'joy', 'score': 0.2952369749546051}, {'label': 'neutral', 'score': 0.3315525949001312}, {'label': 'sadness', 'score': 0.023947373032569885}, {'label': 'surprise', 'score': 0.15503062307834625}]]",neutral,0.3315525949001312,NEGATIVE,0.9565474987030028
pforpeonies,https:/www.instagram.com/p/Chwl5ndOyJD/,I tried this too and Im in love with it! Didn't buy it though cause I have nowhere to wear it to 😢,"[[{'label': 'anger', 'score': 0.018996816128492355}, {'label': 'disgust', 'score': 0.00189553655218333}, {'label': 'fear', 'score': 0.003442220389842987}, {'label': 'joy', 'score': 0.46366193890571594}, {'label': 'neutral', 'score': 0.07354660332202911}, {'label': 'sadness', 'score': 0.2366793304681778}, {'label': 'surprise', 'score': 0.20177756249904633}]]",joy,0.4636619389057159,NEGATIVE,0.9914578795433044
pforpeonies,https:/www.instagram.com/p/Chwl5ndOyJD/,"sorry slightly unrelated, but where is your shoe from! I really like it!","[[{'label': 'anger', 'score': 0.004171842243522406}, {'label': 'disgust', 'score': 0.0023408979177474976}, {'label': 'fear', 'score': 0.0012502481695264578}, {'label': 'joy', 'score': 0.6696310639381409}, {'label': 'neutral', 'score': 0.0509008914232254}, {'label': 'sadness', 'score': 0.04635641351342201}, {'label': 'surprise', 'score': 0.2253485769033432}]]",joy,0.6696310639381409,POSITIVE,0.9993090629577636
pforpeonies,https:/www.instagram.com/p/Chwl5ndOyJD/,😍 So pretty this piece!!,"[[{'label': 'anger', 'score': 0.02019205503165722}, {'label': 'disgust', 'score': 0.012178082019090652}, {'label': 'fear', 'score': 0.0027555713895708323}, {'label': 'joy', 'score': 0.8137553930282593}, {'label': 'neutral', 'score': 0.08530393242835999}, {'label': 'sadness', 'score': 0.006310405675321817}, {'label': 'surprise', 'score': 0.05950449779629707}]]",joy,0.8137553930282593,POSITIVE,0.9996834993362428
bimbiboon,https:/www.instagram.com/p/Ck0zr6CvlIi/,"HAPPIEST BDAY, GORGEOUS 🤍🌷💋","[[{'label': 'anger', 'score': 0.002626429544761777}, {'label': 'disgust', 'score': 0.0011159843998029828}, {'label': 'fear', 'score': 0.0003896329435519874}, {'label': 'joy', 'score': 0.9758933186531067}, {'label': 'neutral', 'score': 0.00943091232329607}, {'label': 'sadness', 'score': 0.0030282330699265003}, {'label': 'surprise', 'score': 0.0075156306847929955}]]",joy,0.9758933186531068,POSITIVE,0.999339997768402
bimbiboon,https:/www.instagram.com/p/Ck0zr6CvlIi/,HAPPY BIRTHDAY SCORPIOOO😍,"[[{'label': 'anger', 'score': 0.004600082524120808}, {'label': 'disgust', 'score': 0.0012817159295082092}, {'label': 'fear', 'score': 0.0005809059948660433}, {'label': 'joy', 'score': 0.8939367532730103}, {'label': 'neutral', 'score': 0.03994615003466606}, {'label': 'sadness', 'score': 0.019001346081495285}, {'label': 'surprise', 'score': 0.0406530536711216}]]",joy,0.8939367532730103,POSITIVE,0.9998553991317748
bimbiboon,https:/www.instagram.com/p/Ck0zr6CvlIi/,happy birthday queen 👏👏,"[[{'label': 'anger', 'score': 0.008269404992461205}, {'label': 'disgust', 'score': 0.0007457370520569384}, {'label': 'fear', 'score': 0.0008039897656999528}, {'label': 'joy', 'score': 0.7878751158714294}, {'label': 'neutral', 'score': 0.035196349024772644}, {'label': 'sadness', 'score': 0.008323480375111103}, {'label': 'surprise', 'score': 0.15878593921661377}]]",joy,0.7878751158714294,POSITIVE,0.9998409748077391
bimbiboon,https:/www.instagram.com/p/Ck0zr6CvlIi/,happy birthday🎂🎂🎂🎂🎂🎉,"[[{'label': 'anger', 'score': 0.007942363619804382}, {'label': 'disgust', 'score': 0.0006780618568882346}, {'label': 'fear', 'score': 0.0006623691297136247}, {'label': 'joy', 'score': 0.8008734583854675}, {'label': 'neutral', 'score': 0.042361825704574585}, {'label': 'sadness', 'score': 0.00943036936223507}, {'label': 'surprise', 'score': 0.13805162906646729}]]",joy,0.8008734583854675,POSITIVE,0.999870777130127
bimbiboon,https:/www.instagram.com/p/Ck0zr6CvlIi/,happiest birthday Boonki!!! 💖💖✨✨✨,"[[{'label': 'anger', 'score': 0.002990092383697629}, {'label': 'disgust', 'score': 0.0007037739269435406}, {'label': 'fear', 'score': 0.0010577671928331256}, {'label': 'joy', 'score': 0.8972989916801453}, {'label': 'neutral', 'score': 0.01923627220094204}, {'label': 'sadness', 'score': 0.012536684982478619}, {'label': 'surprise', 'score': 0.06617635488510132}]]",joy,0.8972989916801453,POSITIVE,0.9759377837181092
bimbiboon,https:/www.instagram.com/p/Ck0zr6CvlIi/,I am very confused with “the man” Happy birthday babe 🎉,"[[{'label': 'anger', 'score': 0.011395886540412903}, {'label': 'disgust', 'score': 0.01567341759800911}, {'label': 'fear', 'score': 0.049233328551054}, {'label': 'joy', 'score': 0.052033279091119766}, {'label': 'neutral', 'score': 0.67171710729599}, {'label': 'sadness', 'score': 0.11778555810451508}, {'label': 'surprise', 'score': 0.08216145634651184}]]",neutral,0.67171710729599,NEGATIVE,0.9818745851516724
bimbiboon,https:/www.instagram.com/p/Ck0zr6CvlIi/,HOW MUCH MONEY IS THAT OMG HAHAH,"[[{'label': 'anger', 'score': 0.016726845875382423}, {'label': 'disgust', 'score': 0.003725584363564849}, {'label': 'fear', 'score': 0.002757809590548277}, {'label': 'joy', 'score': 0.08765365183353424}, {'label': 'neutral', 'score': 0.029177019372582436}, {'label': 'sadness', 'score': 0.0061319852247834206}, {'label': 'surprise', 'score': 0.8538271188735962}]]",surprise,0.8538271188735962,NEGATIVE,0.9975304007530212
